,,Source,"Anderson, 1968","1. Anderson 1968, 
2. Wang and Tue, 2005",online questionnaires,"Klein, Loftus, & Kihlstrom, 1996","Fields and Kuperberg, 2012, 2015, 2016","Anderson, 1968","Craik et al., 1999","Craik et al., 1999","Liu, 1990","Liu, 1990","Anderson, 1968",Lang et al. 2005,translated into German,page4 table1,a commercial online image data base (http://en.fotolia.com/),"Anderson, 1968","personality questionnaires, descriptions of appearance","
1.Kelley, 2002
2.Ochsner,2005
3.Macrae,2004",,"Wang and Cui, 2005:normalized Chinese personality trait adjectives","Anderson,1968","Y. Wu,2010",generated by the experimenters,"Anderson,1968",,"Anderson,1968","Anderson,1987","Anderson,1968","Anderson,1968",from commonly used parenting self-report questionnaires and observational scales,"Craik et al., 1999","Craik et al., 1999","Baayen, 1993: Celex Lexical Database","Pauly et al., 2011","Harter, 1985: Self Perception Profile for Children
Marsh, 1990: Self Description Questionnaire I, 
Eccles et al., 1993: Childhood and Beyond Study",,,"Rubin& Friendly, 1986",NA,"Anderson, 1968","Anderson, 1968","see page34,Supplement","Anderson, 1968","YL, 1990: Modern Lexicon of Chinese Frequently-used Word Frequency",Interpersonal Relations Picture System (IRPS),"Liu, 1990","Spencer-Rodgers et al., 2004; 
Zhang et al., 2006; 
Zhu et al., 2007","Liu, 1990: Chinese words ","Ying, 2002: An experimental study on the self-reference effect","Ying, 2002: An experimental study on the self-reference effect"," Coopersmith, 1967: Coopersmith Self-Esteem Inventory","Huang, X. & Zhang, S, 1992","Aoki, 1971",NA,"Anderson, 1968","Rosenberg, 1965: Rosenberg Self-Esteem Scale 
Du et al., 2012: Relational Self-Esteem Scale
Luhtanen & Crocker, 1992: Collective Self-Esteem Scale","Ying, 2002: An experimental study on the self-reference effect","Ying, 2002: An experimental study on the self-reference effect"
,Classification,Valence,NA,"postive, negative",positive negative,,"positive, neutral, negative","positive,negative","postive, negative","postive, negative","positive, negative","positive,negative","positive, negative","positive,neutral,negative","masculine,feminine",NA,low-high attractiveness,NA,"positive,neutral, negative","positive,negative","positive,negative","positive,negative","positive, negative","positive, negative","positive, negative",NA,,"positive, negative","positive, negative","postive, negative",personality,"positive,negative","positive, negative","positive, negative","postive, negative","positive, negative","positive, negative","positive, negative","positive, negative","positive, negative",NA,NA,"positive, negative","positive, negative",NA,negative,NA,"negative, positive","positive, negative","positive, negative","positive, negative","positive, negative",NA,"positive, negative",high/low-desirability,NA,"positive, negative",NA,"positive, negative","positive, negative"
,,Category,personality,personality,"statements(communication, moral)",personality,two-sentences scenarios,personality,personality,personality,personality,personality,personality,social and non-social pictures,personality,"personality traits, mental states, and physical attributes",female faces,personality,personality,personality,personality,personality,personality,personality,"personality , roles, group",personality,,personality,"1.semantic: with true or false items 
2.self, other: physical/personality traits",personality,"character, appearence","positive/developmentally supportive, negative/developmentally unsupportive",personality,personality,personality,personality,"social, verbal–academic competence",personality,abstract and concrete nouns,"general disposition, interactive social characteristics, cognitive , physical traits","personal(trait), social(social identity)","personal(trait), social(social identity)",,"physical, academic, prosocial",divided by likeability into thirds,NA,interpersonal behavior patterns,personality,"personality(non-contradictory,contradictor)",personality,personality,personality,Self-Esteem Items ,personality,personality,three colored circles,personality,"personal self-worth, relational self-worth, collective self-worth, general knowledge",personality,personality
,Assignment,Unique_number,240,240,160,40,216,130,288,288,480,480,270,160,240,120,240,270,90,600,600,300,50,384,100,75,,40,30,60,180,52,48,48,216,216,40,52,52,30,360,360,NA,60,135,240,32,480,356,384,168,168,96,336,300,3,208,40,168,168
,,Assignment_of_stimuli,Pseudo-randomize,counterbalanced,counterbalance,random,counterbalance,random,pseudorandom,pseudorandom,pseudorandom,random,pseudo-random,random,pseudo-random,random,counterbalance,pseudorandom,random,random,random,exchanged,random,pseudo randomly,randomized,counterbalance,,random,random,"Order of presentation of the three conditions was counterbalanced across subjects, and sentencess of positive and negative valence were randomly presented in each block of the “self” and “other” conditions.",pseudorandom,"This produces four conditions, with 26 trials per condition.",counterbalanced,counterbalanced,randomize,pseudo-randomized; counterbalanced,counterbalance,random,random,counterbalance,random,random,counterbalanced,counterbalanced,counterbalanced,"pseudo-random, counterbalance","3 most/self-relevant,3 non -relevant/other,26 control,
  arranged in blocks in a pseudo-randomized sequence,
  self/other repeate 6 times,control repetate 4 times",pseudo-random,counterbalance,pseudo-random,random,random,pseudo-random,,counterbalance,"32 self-friend,32 self-stranger,32 friend-stranger,96 nonmatch","Each word was randomly assigned to each condition for each participant;
  Each participant viewed the words in random order
  Encoding: 160
  Retrieval: 208, encoding + 48 new distractors",,random,random
,,repetition,no,No,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,,yes,no,No,no,Yes,no,no,No,no,yes,yes,yes,yes,no,no,NA,yes,Yes,no,yes,no,yes,no,yes,yes,yes,no,no,Yes,No,yes,yes,yes
Procedure,notes,Encoding or not,yes,yes,no,yes,no,yes,Yes,Yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,Yes,yes,Yes,yes,yes,Yes,Yes,yes,Yes,Yes,yes,yes,yes,Yes,yes,Yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,Yes,yes,yes,yes
,Encoding/Other,Description_original_text,,,,,,,,,,,,,,,,,,,,,,"The trait judgment task included four scans, each containing four blocks. In each block participants completed twelve trials of one specific condition. The order of the blocks were counterbalanced using a Latin Squire design. Each session of every condition lasted for 38 s, including a 2 s instruction and 12 trials. Amongst the task blocks were the null session that lasted for 30 s, in which participants passively viewed the asterisks on the screen. All of the stimuli were presented in their native language. Participants used their left and right index fingers to make judgments by pressing buttons. After trait judgment task, structural scan was obtained.",,,,,,P 297 | Task,,"The task included two runs, with 10 blocks per run. Each block began with a 4.7-s cue instructing participants how to respond to the following trials, followed by five to six trials of 4.7 s each separated by a jittered inter-stimulus-interval (ISI) averaging 277 ms. Blocks were separated by a jittered rest period averaging 4.98 s. A total of 26 trials were conducted in each of 4 conditions: instruction block (self, change) by trial type (developmentally supportive, developmentally unsupportive). Each trial (see Table 1 for stimuli) was seen under each instruction, and traits were mixed within blocks. General code can be found at gitlab.com/dsnlab/svc.",,,P7 | 2.1.4. Procedure,,,,,,,,,,P3 | Experimental Tasks,,,,,,,,,,,,"page 2, 2.3, para 1",,,
,,In scanner or not,yes,yes,Yes,yes,yes,yes,Yes,Yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,yes,yes,Yes,yes,Yes,yes,yes,Yes,yes,yes,,,yes,no,yes,,yes,Yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
,,Presenting_software,,Epson ELP-7000 LCD,,,,SuperLab,E-Prime software,E-Prime software,,,PsyScope software,,Presentation14.2,PsyScope,E-Prime 2.0,,,E-prime,E-prime,NA,,,EPrime 2.0,,,,E-Prime,E-Prime,Matlab,NA,E-prime,Psycscope v1.2,Presentation 16,Presentation,MacStim 3.2,"MATLAB v7.4 ,PsyScope","MATLAB v7.4 ,PsyScope",Presentation,,,NA,,E-Prime,,Presentation,,,,,,,,Presentation,E-prime2.0,Presentation,,,
,,Presenting_device,,a mirror on the head coil,,a mirror on head coil,,angled mirrors,,,an angled mirror,an angled mirror,"projected to participants with an Epson (model ELP-7000)
  LCD projector onto a screen positioned at the head end
  of the bore.",,,a mirror,a 45°angled mirror,"a mirror,PsyScope",,a rear-mounted projection system,a rear-mounted projection system,NA,,an angled mirror,,,,,a mirror,a mirror attached to the head coil,NA,,a screen mounted on a custom head coil,a screen mounted on a custom head coil,"1. MR-compatible goggles (VisuaStim XGA, Resonance Technology Inc., Los Angeles, USA)
  2. MR-compatible headphones (VisuaStimDigital, Resonance Technology, RT, Northridge, CA, USA).",NA,headphone,a mirror,a mirror,,,"MR-compatible LCD mounted
  on a head coil",NA,a mirror,mirror mounted on the head coil,a mirror,,an angled mirror,an angled mirror,an angled mirror,an adjustable mirror,an adjustable mirror,,,a mat screen,a mirror,"1. an angled mirror
  2. a back projection screen",,an adjustable mirror,an adjustable mirror
,,Response_type,"sure yes, unsure yes, unsure no, sure no","yes,no","go,no-go","relevance, 1-4",,"yes,no","yes,no","yes,no","yes,no","yes,no","yes, no","yes,no","yes,no","rating,1-4","left(themselves or their familiar other),right(the woman on the screen )","yes, no","yes,no","yes,no",1~4,"yes,no",1 (unlike this person) to 3 (very much like this person),"yes,no",yes，no,6-Jan,,"(1 = “not at all”,2=“a little”,3=“quite well”,4=“completely”)","yes, no","Yes, no","yes,no","yes, no","Yes, no","the extent to which describe them, 1-4","characterizes me, 0-5","Yes, no","yes, no"," poor/good descriptor, 1-4"," poor/good descriptor, 1-4","yes,no","yes, no","yes, no","Yes, no",1 (‘not at all’) and 4 (‘completely’),"left, right","yes,no","valence,arousal rating","yes,no","yes,no","yes,no","yes, no, not sure","yes, no, not sure",“like me” or “unlike me”,"(1= not at all like me, 4= most like me);(1= strongly disagree, 4= strongly agree)","""almost never,"" ""rarely,"" ""sometimes,"" or""almost always""",yes，no,"yes, no",agreement(1-4),"yes, no, not sure","yes, no, not sure"
,,Response_Method,press buttons,press buttons,press button,press buttons,answer comprehension questions,press buttons,press buttons,press buttons,press button,press buttons,Press buttons,press button,press button,press buttons,press button,press button,press button,press button,press button,press buttons,press button,press buttons,press buttons,,,press buttons,press button,press buttons,,Press buttons,press buttons,press buttons,press buttons,press buttons,press button,press button,press button,press button,press button,press button,press buttons,Press buttons,press buttons,press button,"arousal, valence, 1-9",press button,press button,press button,"if judge a word as “yes” (or “positive”),press a button once;if judge a word as no (or “negative”),press a button twice; if “not sure” (or “neutral”),not to respond","if judge a word as “yes” (or “positive”),press a button once;if judge a word as no (or “negative”),press a button twice; if “not sure” (or “neutral”),not to respond",press buttons,press button,Press buttons,press buttons,press button,Press buttons,press button,press button
,,"flowchart of one trial
(秒为单位)","1.general instruction,10s
2.cue,recall his/her characteristics,4s
3.trait,max.4s each
4.ISI(mean= 1.4 s; sd= 1.2 s)","1. cue+trait, 2.5s ","self-reference localizer task:
1.cue, 2s
2.10 traits, 3s each
3.respond, yes/no
4.fixation between blocks, 10s","1.cue, inform judgment's type, 3s
2.trait, 5s
3.fixation between blocks, 7-12s","1. fixation cross, 2s-20s
  2. two-sentences scenario, 4s
  3.comprehension questions,4s","1.cue, 9s
2.fixation crosshair, 0.5s
3.adjectives, 4.5s
4. fixation-cross, 5s","1. cue+an adjective
2. a fixation
altogether 4s","1. cue+an adjective
2. a fixation
altogether 4s","1.cue, 4s
2.a trait adjective below the cue word, 2s
3.interstimulus interval, 1s
4.full conditions between each session, passively view asterisks, 16s
","  1.cue,4s
  2.a trait adjective below the cue word,2s
  3.interstimulus interval,1s
  4.next trait adjective
  ……
  null session(20s, including 4s instruction) judgement session","1.cue+trait+fixation/just a fixation, 2.5s","1.viewe a subset of 80 pictures 24 ± 4 h prior to scanning
2.passive view pictures,4s
3.answer(yes,no) questions regarding to self-referentiality(does this picture personally relate to you?’) , 3s
4.answer(yes,no) questions regarding to episodic memory retrieval(Is this picture familiar to you?), 3s
5.fixation-cross period, range 13.65–19.5 s","1.instruction(attributes of self/ Brad Pitt/Julia Roberts,contained
the letter “r” or not ),5s
2.repeat the pattern 3 times: trait(2.1s)+fixation(1.1s-3.1s)
3.fixation between blocks,5.6-10.6s","one trial,3.6s
1.self trials, the question was presented alongside a chalk outline of a person’s head (representing the participant), 
2.other trials, were accompanied by a photograph of  Bush (randomly selected from among four possible  photographs)","
1.instrction((“Yourself” vs “Your familiar other”),2s
2.a female face,2s
3.fixation,(m=6s)
4.judge(left, right) who(themeselves-other or familiar other-other) have more attractiveness
5.rest block after 4 task block, 40s","1.cue + target, 2s
2.fixation, 0.5s","1.cue(""You""or ""Friend""), recall his/her characteristics,60s
2.trait,5s","1.cue(picture)+""Is this person kind"",3s
2.ITI,1.5s-7.5s","1.prime(Self, Minimally-related Other, Unrelated Other),3s
2.ITI,1.5-6s
3.self-evaluation,3s","1.fixation,0.5s
2.cue(word)+trait,2.5s
3.fixation,0.5s","1.trait,(a trait adjective and a target person's name),3s
2.fixation,1s","1.instruction,2s
2.trait,6s
3.null session,30s","1. an adjective, 5s
2. a fixation, 2-6s",NA,,"1. an instruction, 1.5s
2. an adjective, 3.5s 
3. a fixation, 0.75-1.25s","1.cue,judge sentences,4s
2.a fixation,20s","
1.cue,judge sentences,4s
2.a fixation, 20s (at the end of each block)","1.trait+fixation, 1.5s
2.a fixation cross, 0.5s
3.Null events,2s(pseudorandomly jitter)","1.instruction, 4.7s
2.adjective, 4.7s
3.ISI, 0.277s","1. instruction, 2.2 s
2. trait, 2.2 s
3. ITI, 4-8s","1. fixation, 0.25s
2. trait, 1.25 s
3. rating scale,2.25s
4. ITI, 0.25s","(presentation of music, keep playing)
 1. hashtag, 2s
 2. instruction, 3s
 3. fixation, 1s
 4. trait, 4s","1.cue,5s
2.trait,2s
3.fixation,1.5-2.5s","1.phrases, respond, 3s","Agentic:
1. cue, your/computer, 1s
2. cards, choose a card, 2s
3. trait of cards, 2s
4. ISI, 2-10s

Conceptual:
1. cue+trait, 4s
2. ISI, 0.4-8s","Agentic:
1. cue, your/computer, 1s
2. cards, choose a card, 2s
3. trait of cards, 2s
4. ISI, 2-10s","1. adjective, 3s
2. ISI, 1s","1.instruction, 3.5s
2.trait, 1.8s
3.a blank page,1s","1.instruction, 3.5s
2.trait, 1.8s
3.a blank page,1s","1.Instruction,2s
2.cue+trait,3.5s
3.ISI,3.5s","1. fixation, 0.4s
2. trait, 5s","1. instruction, 3.5s
2. traits, 3.5ms
3. fixation, 0.5s","1. ""ready"", 1.5s
2. trait, 2s
3. fixation, 2s
4. remember or forget instruction, 2s
5. blank, 0.5/2.5/4.5s","1 .picture, 16s
2. valence rating, 8s
3. arousal rating, 8s","1. instruction, 4s
2. cue+trait, 2s
3. cue, 1s
4. cue+trait, 2s","1. cue, 2s
2. pair of traits, 2s
3. response windows,2s","1. instruction, 3s
2. cue+trait, 2s
3. cue, 1s
4. cue+trait, 2s","1. fixation point, 1s
2. trait, 2s
3. mask, 2s
4. blank, 1s","1. fixation point, 1s
2. trait, 2s
3. mask, 2s
4. blank, 1s","1. sentence, 4s
2. fixation, NAs","1.cue+trait, 4s
2.fixation, 2/4/6s","1. trait, 4s
2. fixation, 4-12s","1. fixation, 1s
2. WM cues(two colored circles), 1s
3. Delay, 8s
4. Location probe(one black circle), 1.5s
5. color-label probe(label in the location), 1.5s","1. fixation, 1s
2. instruction, 3s
3. fixation, 1s
4. trait, 3s","1. statement+rating scale, 4s
2. fixation, 2,4 or 6s","1. fixation point, 1s
2. trait, 2s
3. mask, 2s
4. blank, 1s","1. fixation point, 1s
2. trait, 2s
3. mask, 2s
4. blank, 1s"
,,Number_of_trial_total,180,320,160,160,216,120,144,144,240,240,150,160,240,240,240,150(60 fixation trials),90,300,360,200,350,192,200,150,,200,90,90,180,104,48,48,216,126,80,204,308,90,180,180,120,120,135,120,48,288,128,192,108,108,144,336,NA,192,320,160,108,108
,,Number_of_trial_block,5,NA,10,4,36,10,NA,NA,NA,NA,NA,NA,3,NA,5,75,,NA,NA,NA,5,12,5,NA,,50,5,5,,20,12,8,6,NA,20,"Agentic Self-reference Task:52(2runs)
  Conceptual Self-reference Task:50(2runs,25of each question type)","Agentic Self-reference Task:52(4runs)
  Conceptual Self-reference Task:50(2runs,25of each question type)",6,5,5,8,60,5,40,"18, 12",8,32,NA,9(12blocks),9(13blocks),4,6,NA,NA,5,NA,9(12blocks),9(13blocks)
,retrival,note,,,"Retrieval of go no go task, not self reference task",,,"For the recognition task, subjects were instructed to discriminate between studied (old) words and unstudied (new) words. Each word prompted a “yes” (old) or “no” (new) response,and subjects pressed a button with the right index or middle finger, respectively, to indicate their decision.",,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,P4 Social Attribution Task,,,,,,,,,,,,"page 2, 2.3, para 3",,,
,,Description_original_text,,,,,,,,,,,,,,,,,,,,no,,,,,,,,NA,,,,,,,,,,,,,,,yes,,,,,,,,,,,,not,,,
,,In scanner or not,yes,,no,,,no,No,No,no,no,No,,,,,no,,no,,,,not,,yes,,,,NA,,,,,,yes,,no,yes,,no,no,,,PsyScope version 11.1,no,,,,no,no,no,,,yes,,NA,,no,no
,,Presenting_device,,,,,,PC,NA,NA,,,,,,,,NA,,,,PC,,PC,,,,,,NA,,,,,,Presentation,,pc,a screen,,,,,,NA,pc,,,,pc,an adjustable mirror mounted on the head coil,an adjustable mirror mounted on the head coil,,,,,‘‘yes” (presented) or ‘‘no” (not presented),,an adjustable mirror mounted on the head coil,an adjustable mirror mounted on the head coil
,,Response_type,"sure yes, unsure yes, unsure no, sure no",,,,,"yes(old),no(new)","yes, no","yes, no","old,new",press one of two buttons,"old,new",,,,,"old, new",,High-confidence Old;Low-confidence Old;New,,"old/new,1-6",,"first,old or new;if old, then Remember(R): participants can consciously recollect the memory of seeing the word in the trait judgment stage and retrieve the word in detail; Know (K):they could not recollect any detail information about the word and simply have a feeling of knowing","agreement, 1-7",a two-point scale,,,,NA,,,,,,old/new,,"old,new","“old” with high confidence, “old” with low confidence, “new",,"old, new","old, new",,,answer question(either “People...All friends?” or “Bumper cars...Same weight?”),"old(irrespective of the ‘‘F’’ or ‘‘R’’ instruction),new",,"old,new",,"old,new","N(new);
  Y(old),further “R” key, for remembering, or the “K” key, for knowing","N(new);
  Y(old),further “R” key, for remembering, or the “K” key, for knowing",,,"Yes, no",,with the right-hand index or middle finger button press,,"N(new);
  Y(old),further “R” key, for remembering, or the “K” key, for knowing","N(new);
  Y(old),further “R” key, for remembering, or the “K” key, for knowing"
,,Response_Method,press one of four keys with their right hand,,"old,new",,,press buttons,press button,press button,press button,,press button,,,,,via left- and right-handed key presses,,press button,,press button,,press the keyboard,press buttons,Press buttons,,,,NA,,,,,,press button,,press button,press button,,,,,,,press button,,press button,,press button,press button,press button,,,Press buttons,,NA,,press button,press button
,,Number_of_trial_total,240,,80,,,,288,288,480,480,180,,,,,180,,600,,300,,384,,90,,,,,,,,,,180,,412,416,,360,360,,,,240,,224,,384,168,168,,,200,,208,,168,168
,,flowchart of one trial,"1.general instruction,10s
2.cue,recall his/her characteristics,4s
3.trait(same,old),max.4s each
4.ISI(mean= 1.4 s; sd= 1.2 s)",,"1.a sentence

80 moral behavior sentences: 10 first-person from the group condition, 10 third-person/group condition, 10 first-person/alone condition, 10 third-person/alone condition, 20 first-person foils, and 20 third-person foils.",,,,"judge(yes,no) whether adjectives are studied previously","judge(yes,no) whether adjectives are studied previously",evaluate the word as old or new,"1.evaluate the word as old or new, 
2.if identified the word as new,it disappeared after response,
3.if  identified the word as old,participants were further asked to make an R/K judgment by indicating whether ‘remembering’ (R) the item or simply ‘knowing’ (K) the item

  Remember(R): participants can consciously recollect the memory of seeing the word in the trait judgment stage and retrieve the word in detail;
  Know (K): they could not recollect any detail information about the word and simply have a feeling of knowing""","1. a fixation, 0.5s
2. a word, 2s",,,,,"1.a fixation, 0.5s
  2.word, 2s",,,,"1.fixation, 0.5s
2.learning item, 2.5s ",,"
recognition memory task:
1.judge whether they were “old” or “new” 
2.If an “old” response was selected,make a remember/ know (R/K) judgment ",,"1.trait adjective
2.transcranial magnetic stimulation (TMS)(0s,0.08s,0.16s,0.24s,0.48s)",,,,,,,,,,"1.instruction,5s
2.trait,2s
3.fixation,1.5-2.5s",,,,,"1. new and old, 1.5s
2.trait, 1s
3.a blank page, 1s","1. new and old, 1.5s
2.trait, 1s
3.a blank page, 1s",,,"1. a prompt
2. a movie, 15s","1. ""ready"", 1s
2. trait, 2s
3. blank, 0.5s",,,,,,,,,"1.each trait adjective, 2s",,,,,
fMRI_result,Types,,block,event-related,block,block,block,mixed,event-related,event-related,event-related,event-related,event-related,event-related,mixed,event-related,block,event-related,mixed,event-related,event-related,event-related,block design,block design,block design,event-related,,block,block,block,event-related,mixed,mixed,mixed,block,event-related,block,block,block,block,NA,block design,block design,event-related,block ,event-related,mixed block design,block,block design,event-related,block,block,block,mixed,event-related,mixed,block,event-related,block,block
,Contrasts,reported_contrasts,"Self >syllables, friend>syllables, self>friend, friend>self",self>mother,self>Obama,"self>close friend or relative,third person perspective>first person perspective","Self-Neutral>Fixation,Self-Positive>Fixation,Self-Negative>Fixation,Other-Neutral>Fixation,Other-Positive>Fixation,Other-Negative>Fixation",self>other,self>Einstein,Self Remembered>Einstein Remembered,self>font-judgment," self>Jesusself>font,self>Zhu Rongji,self>Sakyamuni,","self>friend, self>case,friend>self","Self-referential >social,social>self-referential,self-referential>non-self-referential","Self>Julia Roberts or Brad Pitt, Self>Lexical,Julia Roberts or Brad Pitt>Self,Lexical>Self,Julia Roberts or Brad Pitt>Lexical ","self>Bush,Bush>self",Self-other>familiar-other,self>Bush,Me>Friends>Stranger>Unpleasant,NA,Self>Unrelated other,"self>Bruce Lee((encoding, (SRR+SIR+SF - ORR - OIR - OF)) ,SRR>SIR ,other-relevant>other-irrelevant",partner and self>parent and friend,"1PP:self>font,self>friend,self>famous
3PP:self>friend,self>famous,self>font",self>friend,"self>Queen,self>Control",,"Self General>Control,Self Specific>Control,",[self>semantic]>[an acquaintance>semantic],"Self>Semantic,an acquaintance>Semantic,Self>an acquaintance,an acquaintance>Self,Self>Semantic,an acquaintance>Semantic, Self>an acquaintance,an acquaintance>Self,Self>Semantic,Positive Self>Semantic,Negative Self>Semantic","self>mother,Bush>mother","Self>Change,DS>DU","Self > Syllable, close>syllable, Positive > Syllable","Self>friend, self>other, friend>self, other>self","self>lex, (self_sad>happy)>(lex_sad>happy), (self_sad>neutral)>(lex_sad>neutral), (self_happy>sad)>(lex_happy>sad), (self_happy>neutral)>(lex_happy>neutral)","self-evaluation>lexical, positive self >lexical, positive self>positive other, Self-negative > self-positive","Self>rest, Harry Potter>rest, self>Harry Potter, Harry Potter>self","self>Bush,  Bush>self, self>computer, computer>self","self>computer, computer>self","Self>semantic, other>semantic, self>other",NA,Self_Personal + Self_Collective>Other_personal + Other_Collective; Self_Personal + Other_personal>Self_Collective + Other_Collective; Self_Collective + Other_Collective>Self_Personal + Other_personal ,"self>control, other>control, self>other",self>mother,(Self vs. Letter) ^ (Mother vs. Letter),"self>other, Self-reference_forget>Self-reference_remember, Luxun-reference_forget>Luxun-reference_remember","self>control, other>control","Self>Liu, Self>father, Self>best friend, Self>Font, Mother>Liu, Mother>Font, Father>Font, Friend>Font",self>Hu Jintao,"Self>other, mother>other, self>mother, mother>other","self>semantic, self>other",,"self>other, self>semantic","self evaluation> celebrity evaluation, self feedback>celebrity feedback ","Self>Naoto Kan, Self-correct>Naoto Kan -correct, Self-miss>other-miss, self-correct>other-correct",self-friend>friend-stranger,"self>semantic, other>semantic, self>other, other>self","Personal self-worth>control, Relational self-worth>control, Collective self-worth>control","self>semantic, self>other",
,,standardized_contrasts,"Self > NonPerson, self>close",self>close,self>celebrity,self>close,self>nonPerson,self>nonPerson,self>celebrity,self>celebrity,self>nonPerson,"self>nonPerson,self>celebrity","self>close, self>nonPerson",self>nonPerson,"self>celebrity, self>nonPerson",self>celebrity,self>close,self>celebrity,self>close,NA,self>stranger,self>celebrity, self>close,"1PP:self>nonPerson,self>close,self>celebrity
3PP:self>close,self>celebrity,self>nonPerson",self>close,"self>celebrity,self>nonPerson",,self>nonPerson,self>close,"self>nonPerson,self>close",self>close,self>nonPerson,Self > NonPerson,"self>close, self>celebrity",self>nonPerson,"self>nonPerson, self>close","self>celebrity, self>nonPerson","self>nonPerson, self>celebrity",self>nonPerson,"self>nonPerson, self>close",NA,self>celebrity,"self>nonPerson, self>celebrity",self>close,,self>celebrity,self>nonPerson,"self>celebrity, self>close, self>nonPerson",self>celebrity,"self>celebrity, self>close","self>nonPerson, self>celebrity",,"self>close, self>nonPerson","self>celebrity, self>celebrity",self>celebrity,NA,"self>nonPerson, self>celebrity",self>nonPerson,"self>nonPerson, self>celebrity",
,Scanning_Parameters,System/equipment,Siemens Avanto,Philips Intera Achieva,Siemens Magnetom Tim Trio,Siemens,Siemens Trio,Signa,Siemens Allegra,Siemens Allegra,Siemens Trio,Siemens Trio,General Electric Medical Systems Signa,Siemens,Siemens,Siemens Trio,GT HDx,"whole body scanner (General Electric Medical Systems Signa, Milwaukee, WI)",Philips Ingenia 7FN8GDI,Siemens Skyra,Siemens Skyra,Siemens Trio,GE Discovery MR750,Siemens Trio scanner,Siemens Prisma Scanner,PET,,Magnetom Allegra,Philips Intera,Philips Medical Systems,Tim Trio Scanner,Siemens Skyra scanner,Varian INOVA,GE Signa LX Horizon Echospeed,Siemens MAGNETOM,Phillips,Siemens Allegra head-only,Siemens Avanto,Trio,GE,,ISOL Forte system,Philips Achieva whole-body MRI scanner,Philips,Siemens Trio Tesla,Siemens Magnetom Trio TIM,Philips Intera whole-body,GE,Philips Achieva,Siemens Trio,GE Signa,GE Signa,Siemens TRIO,Siemens TRIO,Siemens MAGNETOM Verio,"Siemens
  Magnetom Trio TIM",Magnex Eclipse Power Drive 250,Siemens Trio,GE Signa,GE Signa
,,Magnetic field,1.5T,3T,3T,3T,3T,1.5T,3T,3T,3T,3T,1.5,1.5T,3T,3T,3T,1.5T,3T,3T,3T,3T,3T,3T,3T,,,3T,3T,3T,3T,3T,4T,3T,3T,3T,3T,1.5T,3T,3T,,3T,3T,3T,3T,3T,3T,3T,3T,3T,1.5T,1.5T,3T,3T,3T,3T,1.5 T,3T,1.5T,1.5T
,,Acquisition_Protocol,"T1, T2* EPI","T1,T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2*, EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* ,EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1,T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI",,"T1, T2* EPI","T1, T2*, EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1,T2* EPI","T1, T2* EPI","T1, T2*, EPI","T1, T2*, EPI","T1, T2* EPI",,"T1, T2* EPI",,"T1, T2*, EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2*, EPI","T1, T2*, EPI","T1, T2* EPI","T1, T2* EPI","T1, T2* EPI","T1, T2*, EPI","T1, T2* EPI","T1, T2* EPI","T1, T2*, EPI","T1, T2*, EPI"
,Preprocessing,Software,SPM5,SPM8,SPM8,"SPM2,matlab",SPM8,AFNI,SPM2,SPM2,SPM2,SPM2,SPM99,SPM8,SPM12,SPM2,SPM8,SPM99,SPM12,"FSL version 9.0,FEAT","FSL version 9.0,FEAT",SPM5,AFNI,SPM8,"SPM12,MCFLIRT,FSL,fMRI Expert Analysis Tool Version 5.98",SPM 2,,"MATLAB 2015b, SPM12","SPM5,Matlab 7.1",SPM 5,"SPM2,matlab","DARTEL,FSL,SPM12",SPM2,SPM2,SPM8,SPM5,SPM99,SPM2,SPM2,SPM99,,SPM8,SPM5,SPM8,Brain Voyager QX,SPM8,"SPM 12, Matlab 2015a",SPM2,SPM8,SPM2,SPM99,SPM99,"Brain Voyager QX v2.3,",Brain Voyager QX v2.3,"SPM 5,Matlab 7.3",SPM12,SPM2,"DPARSF,SPM12",SPM99,SPM99
